DATE,GDPC1
2008-02-10,16421.979864325964
2008-02-17,16204.409818899523
2008-02-24,15411.90925813228
2008-03-02,16787.524358761086
2008-03-09,16042.58641774355
2008-03-16,16167.989839486017
2008-03-23,15759.091008412279
2008-03-30,15793.682606773906
2008-04-06,16189.24724387377
2008-04-13,16552.05404406575
2008-04-20,15261.388786131813
2008-04-27,16626.688179399505
2008-05-04,15732.134805550551
2008-05-11,16267.525640167485
2008-05-18,16585.71531747143
2008-05-25,14978.358145011485
2008-06-01,15483.972031967169
2008-06-08,16257.522543159615
2008-06-15,15028.564505773687
2008-06-22,15749.068205723594
2008-06-29,15664.008460453802
2008-07-06,14675.51269850594
2008-07-13,15016.221698027863
2008-07-20,16324.426345969627
2008-07-27,15787.800235401573
2008-08-03,15543.055639711365
2008-08-10,15274.557314924847
2008-08-17,14863.860260401558
2008-08-24,15780.134058561935
2008-08-31,15649.467811188402
2008-09-07,15359.386366976469
2008-09-14,16624.940826414488
2008-09-21,15344.847783970135
2008-09-28,15212.747168962542
2008-10-05,15086.0382440232
2008-10-12,15035.584186945598
2008-10-19,15117.830406511446
2008-10-26,14526.413332516911
2008-11-02,15640.257153361132
2008-11-09,15831.104277082854
2008-11-16,14489.327486560203
2008-11-23,15235.359647217732
2008-11-30,15451.903163119256
2008-12-07,15362.370406947859
2008-12-14,14770.914560979103
2008-12-21,15966.699190605
2008-12-28,15333.049472895853
