DATE,CPALTT01USM661S
2010-05-09,97.84876971054277
2010-05-16,106.47942987338432
2010-05-23,90.33347689757447
2010-05-30,99.78878456327095
2010-06-06,87.7752614832006
2010-06-13,97.01155552800792
2010-06-20,97.75366222993682
2010-06-27,89.7412194747179
2010-07-04,91.0155163667942
2010-07-11,95.51953625949626
2010-07-18,93.24812405579631
2010-07-25,90.79952175022633
2010-08-01,102.04311234063607
2010-08-08,96.91661077174035
2010-08-15,93.3025471394474
2010-08-22,99.1483908322493
2010-08-29,87.77409114214566
2010-09-05,87.38369081034982
2010-09-12,89.84341168664376
2010-09-19,99.6470321186294
2010-09-26,93.85839074742931
2010-10-03,92.73808532848791
2010-10-10,92.22447222741403
2010-10-17,101.4563959618993
2010-10-24,98.77619313900863
2010-10-31,93.54932474697495
2010-11-07,91.13958834216236
2010-11-14,105.47514287614734
2010-11-21,92.98283193513807
2010-11-28,92.79205597958406
2010-12-05,92.20928909662881
2010-12-12,87.73763350041972
2010-12-19,91.70188198172774
2010-12-26,95.60240769369227
2011-01-02,85.12385584785088
2011-01-09,91.61319758377988
2011-01-16,95.37553391468718
2011-01-23,97.67573802169728
2011-01-30,91.1623110917909
2011-02-06,98.5648915795865
2011-02-13,94.63132578549263
2011-02-20,92.59325055508887
2011-02-27,98.97174134386668
2011-03-06,88.97514461668983
2011-03-13,105.91170412308746
2011-03-20,89.89844162830853
2011-03-27,89.38224896513356
2011-04-03,97.53353610901347
2011-04-10,91.53693430468343
2011-04-17,96.13920111960776
2011-04-24,92.36870636048185
2011-05-01,102.83064857014257
2011-05-08,94.79424378876573
2011-05-15,104.0617748278014
2011-05-22,88.29811159169589
2011-05-29,98.48285867610859
2011-06-05,94.2718290601469
2011-06-12,91.18156369334118
2011-06-19,98.67527498591855
2011-06-26,88.36761475366315
2011-07-03,89.09390786543351
2011-07-10,93.5720331617421
2011-07-17,89.16468824889117
2011-07-24,87.3901200779316
2011-07-31,90.20347671110277
2011-08-07,91.45875444857735
2011-08-14,87.43479725926555
2011-08-21,93.81924715551757
2011-08-28,100.72587469198349
2011-09-04,91.33917123496762
2011-09-11,102.55497803748447
2011-09-18,92.11425130552172
2011-09-25,93.40241934947895
2011-10-02,94.40906864920551
2011-10-09,88.78584008719545
2011-10-16,94.50447126883734
2011-10-23,99.65992142362146
2011-10-30,106.25197617782572
2011-11-06,91.42697786952398
2011-11-13,103.39661546784001
2011-11-20,97.02781060571742
2011-11-27,95.8528238014948
2011-12-04,85.41079487132467
2011-12-11,103.84665670802862
2011-12-18,97.9365737979789
2011-12-25,87.20546253656866
2012-01-01,100.8344292709861
2012-01-08,100.85763266473889
2012-01-15,94.74224493702509
2012-01-22,84.87043842202353
2012-01-29,94.11376050007433
2012-02-05,102.74152988370112
2012-02-12,89.30503745162477
2012-02-19,95.35810781715553
2012-02-26,103.57361360425038
2012-03-04,100.44634344286416
2012-03-11,91.10907087865459
2012-03-18,104.47847355856807
2012-03-25,85.53936338363371
2012-04-01,91.50587305890632
2012-04-08,96.24904543839881
2012-04-15,88.2713217096816
2012-04-22,98.32098898865608
2012-04-29,100.81031139068496
2012-05-06,101.24285766110157
2012-05-13,104.59745319138274
2012-05-20,102.42192328478491
2012-05-27,102.71803716145148
2012-06-03,101.48788210736429
2012-06-10,100.07101433161635
2012-06-17,102.47277072838372
2012-06-24,101.78255236844144
2012-07-01,103.11360804075922
2012-07-08,101.92045553729051
2012-07-15,93.60803966860544
2012-07-22,103.26613529013852
2012-07-29,93.02137595738313
2012-08-05,103.68557796170231
2012-08-12,98.31994151333029
2012-08-19,99.89923182160871
2012-08-26,87.08124168941576
2012-09-02,90.86348935610943
2012-09-09,96.81609435310047
2012-09-16,96.40979599057971
2012-09-23,102.33030287506789
2012-09-30,97.2966192320663
2012-10-07,94.16000784810726
2012-10-14,101.9154830789511
2012-10-21,92.83504106140215
2012-10-28,94.58688000340048
2012-11-04,101.96910502067755
2012-11-11,95.76909962295191
2012-11-18,97.06359921470857
2012-11-25,98.52213977544083
2012-12-02,100.79002932960492
2012-12-09,101.56675371893063
2012-12-16,103.5383042319107
2012-12-23,108.2947355919265
2012-12-30,88.50436052642104
2013-01-06,98.21817185402462
2013-01-13,93.91386560096504
2013-01-20,97.47773872540627
2013-01-27,97.03000495266426
2013-02-03,91.68334000064718
2013-02-10,98.83349423775576
2013-02-17,98.61564750361522
2013-02-24,103.13104213990742
2013-03-03,94.05895676536159
2013-03-10,95.96423484979113
2013-03-17,95.71049775425902
2013-03-24,96.58103585169543
2013-03-31,98.00065285926478
2013-04-07,95.2996672759161
2013-04-14,91.7250378392786
2013-04-21,103.52868558561872
2013-04-28,96.07586713407379
2013-05-05,101.68851531583438
2013-05-12,107.49299431857649
2013-05-19,91.542029965917
2013-05-26,105.37989801211181
2013-06-02,101.79552306461899
2013-06-09,99.74724324454282
2013-06-16,86.34025868180957
2013-06-23,95.03758319245685
2013-06-30,98.2654588187416
2013-07-07,110.19819976124961
2013-07-14,102.63891832851164
2013-07-21,94.06781990391929
2013-07-28,97.11438590545579
2013-08-04,100.74493219532287
2013-08-11,92.13072214726145
2013-08-18,104.19600112144725
2013-08-25,94.36894436202627
2013-09-01,92.02384392629395
2013-09-08,95.07065528640062
2013-09-15,90.61035351310873
2013-09-22,92.09819292998239
2013-09-29,102.4519290189239
2013-10-06,107.2075592487971
2013-10-13,94.24672893798409
2013-10-20,94.40833820687932
2013-10-27,96.24124015494696
2013-11-03,103.66131735915945
2013-11-10,95.2613116208559
2013-11-17,89.45372761025084
2013-11-24,96.39615145649834
2013-12-01,99.94666136489562
2013-12-08,90.69010522667874
2013-12-15,97.8341829108976
2013-12-22,104.41353868209856
2013-12-29,96.26283424829651
2014-01-05,101.37540902519882
2014-01-12,98.04241168663684
2014-01-19,89.03337899207216
2014-01-26,103.67035217974981
2014-02-02,107.31920009901508
2014-02-09,105.96533547721211
2014-02-16,99.92130487263123
2014-02-23,116.75249155721748
2014-03-02,99.08737898389107
2014-03-09,107.68819443359521
2014-03-16,95.35213467873834
2014-03-23,94.23239185213654
2014-03-30,108.35914595105864
2014-04-06,102.33439095259848
2014-04-13,100.85844225834381
2014-04-20,93.52183682144886
2014-04-27,101.48633272790757
2014-05-04,100.82030164771922
2014-05-11,98.35054698746418
2014-05-18,94.88613225141894
2014-05-25,99.85284345950774
2014-06-01,103.96097273989032
2014-06-08,105.5248802760096
2014-06-15,105.3606226452594
2014-06-22,96.366229527013
2014-06-29,99.52325460454381
2014-07-06,102.40021732471521
2014-07-13,97.12345095649012
2014-07-20,93.71954035765546
2014-07-27,101.13502825458121
2014-08-03,109.13809871311695
2014-08-10,94.79661283164239
2014-08-17,104.01150556202333
2014-08-24,107.62596871095711
2014-08-31,98.83935223204035
2014-09-07,103.68849571244641
2014-09-14,104.49748484671271
2014-09-21,95.99513078361153
2014-09-28,93.01280982066196
2014-10-05,105.84361194102398
2014-10-12,100.74563744734067
2014-10-19,96.12066197417353
2014-10-26,98.79206371229827
2014-11-02,101.35427040556193
2014-11-09,98.8326846459024
2014-11-16,92.84353906148952
2014-11-23,92.11492902780432
2014-11-30,102.80391435623288
2014-12-07,93.47211274341481
2014-12-14,106.42278301116467
2014-12-21,96.84195700796265
2014-12-28,91.31771818294428
2015-01-04,95.60916794432964
2015-01-11,98.37789794517614
2015-01-18,100.63560142712367
2015-01-25,104.54879045916097
2015-02-01,104.35402467610956
2015-02-08,95.6568679901541
2015-02-15,99.28360738166901
2015-02-22,104.00617787980492
2015-03-01,98.35270826102561
2015-03-08,91.77677279046445
2015-03-15,98.18767398248097
2015-03-22,98.36556767027706
2015-03-29,104.49967339041974
2015-04-05,94.4886790143919
2015-04-12,103.3804895467313
2015-04-19,101.00898150104148
2015-04-26,99.67318591924864
2015-05-03,99.53937659784079
2015-05-10,101.678288003461
2015-05-17,106.90972252305643
2015-05-24,91.99044966198942
2015-05-31,101.5722875341545
2015-06-07,99.05950695417938
2015-06-14,100.2417332542009
2015-06-21,103.56585965803963
2015-06-28,107.4422876356474
2015-07-05,102.13547509002478
2015-07-12,100.76286205677361
2015-07-19,97.59744410967369
2015-07-26,92.5297308728036
2015-08-02,103.10481942606688
2015-08-09,107.1667046858628
2015-08-16,99.77522162010263
2015-08-23,101.8318064265144
2015-08-30,96.67763589064224
2015-09-06,105.04410643529323
2015-09-13,105.09550622484215
2015-09-20,95.1446770526985
2015-09-27,101.64625589144818
2015-10-04,108.43855763967133
2015-10-11,99.38092325740526
2015-10-18,95.72596828213346
2015-10-25,95.25188416237688
2015-11-01,96.3650800283989
2015-11-08,103.42611188883781
2015-11-15,104.64110168394419
2015-11-22,101.25566898342026
2015-11-29,104.3790651838921
2015-12-06,103.92338375267217
2015-12-13,110.46137192883998
2015-12-20,99.62674662163025
2015-12-27,101.471185770317
2016-01-03,107.72073889279444
2016-01-10,103.79578279018509
2016-01-17,100.38223398495391
2016-01-24,97.84091639549221
2016-01-31,102.80618531289156
2016-02-07,102.52443336179142
2016-02-14,91.23058742025219
2016-02-21,100.97591041786647
2016-02-28,103.12401743147494
2016-03-06,93.93382833670827
2016-03-13,104.56529598177949
2016-03-20,106.54554489803112
2016-03-27,98.89335792265172
2016-04-03,109.50539763983976
2016-04-10,99.75235293634275
2016-04-17,99.23434724604087
2016-04-24,95.63441230801475
2016-05-01,94.42645448739665
2016-05-08,97.58266035090429
2016-05-15,104.24113331924526
2016-05-22,95.06155565679516
2016-05-29,104.58294393810058
2016-06-05,99.74313749894334
2016-06-12,96.88125342151754
2016-06-19,111.34008728873444
2016-06-26,116.20302946147491
2016-07-03,94.17109721477314
2016-07-10,109.30446205177812
2016-07-17,106.36643734543935
2016-07-24,95.69653923175856
2016-07-31,104.52241144031787
2016-08-07,98.66619026684769
2016-08-14,99.83124882686742
2016-08-21,100.80471778572861
2016-08-28,104.42996997371138
2016-09-04,108.85940727864802
2016-09-11,107.67072739428698
2016-09-18,108.26429633355201
2016-09-25,89.69585571763797
2016-10-02,99.10455505787202
2016-10-09,100.48053192597254
2016-10-16,93.62533617604097
2016-10-23,93.69436052342067
2016-10-30,101.13179234067611
2016-11-06,109.35451217667725
2016-11-13,94.3489915291483
2016-11-20,102.33993032959857
2016-11-27,110.72417945229465
2016-12-04,109.93093911296504
2016-12-11,98.79612359092675
2016-12-18,104.3616987506606
2016-12-25,104.02295990005419
2017-01-01,107.18540226528971
2017-01-08,100.88214591733332
2017-01-15,100.17127879667568
2017-01-22,102.63696610503007
2017-01-29,105.97866259913611
2017-02-05,103.77691776737039
2017-02-12,100.91812234515346
2017-02-19,105.59149663654117
2017-02-26,105.14408098552987
2017-03-05,101.10828751332514
2017-03-12,98.79856273058047
2017-03-19,104.88388649329937
2017-03-26,102.20012018167354
2017-04-02,106.11032514887519
2017-04-09,106.471001072813
2017-04-16,116.68882784388879
2017-04-23,106.12017725486959
2017-04-30,103.58980785599867
2017-05-07,108.60741756653522
2017-05-14,91.53464959281312
2017-05-21,98.11326698925683
2017-05-28,104.84047503830287
2017-06-04,110.85945919286533
2017-06-11,101.87926032099159
2017-06-18,98.85982180227678
2017-06-25,113.52008307316882
2017-07-02,108.91106404526678
2017-07-09,103.20998783144961
2017-07-16,100.04796998404827
2017-07-23,107.87172623280452
2017-07-30,108.36407715762292
2017-08-06,94.85718702375391
2017-08-13,104.01857812500303
2017-08-20,100.55236497139671
2017-08-27,107.15006687684468
2017-09-03,108.0971635249892
2017-09-10,95.55726637580675
2017-09-17,105.02567223670759
2017-09-24,100.67729872504918
2017-10-01,103.22694046797548
2017-10-08,113.27644388776484
2017-10-15,97.63793535423817
2017-10-22,105.64680963183113
2017-10-29,100.00981561571098
2017-11-05,108.86362657699031
2017-11-12,99.10971049073946
2017-11-19,105.37298400217006
2017-11-26,102.23401441698498
2017-12-03,103.2677289228124
2017-12-10,103.06006014794148
2017-12-17,101.58749958857429
2017-12-24,99.8764415702085
2017-12-31,97.08103327404251
2018-01-07,106.04026811797476
2018-01-14,94.33708952053881
2018-01-21,108.59320572907102
2018-01-28,101.54738795422672
2018-02-04,110.31121796381291
2018-02-11,103.1759615318441
2018-02-18,106.57668958202333
2018-02-25,101.70146429911719
2018-03-04,108.0375123892418
2018-03-11,104.49804845360484
2018-03-18,96.49760966977084
2018-03-25,110.53015497955687
2018-04-01,110.72227823915229
2018-04-08,103.02739613867352
2018-04-15,101.48242575670753
2018-04-22,106.93612395962624
2018-04-29,94.41468469765034
2018-05-06,101.36168943587232
2018-05-13,97.22412756068451
2018-05-20,103.91036489899697
2018-05-27,102.12602654198967
2018-06-03,108.83519395379017
2018-06-10,104.57635543377695
2018-06-17,109.44955628295287
2018-06-24,114.90947715661224
2018-07-01,102.82544684610971
2018-07-08,105.38659823882178
2018-07-15,104.11786558642737
2018-07-22,103.08893483764426
2018-07-29,109.86398636678184
2018-08-05,105.56297643892334
2018-08-12,109.64403768970875
2018-08-19,113.35920200398054
2018-08-26,105.28835296326224
2018-09-02,104.30762456180324
2018-09-09,104.42858820896086
2018-09-16,104.73012060060007
2018-09-23,107.60514620064689
2018-09-30,115.8087768142633
2018-10-07,114.503332093962
2018-10-14,102.16368517097254
2018-10-21,115.07733700934934
2018-10-28,102.9898784844283
2018-11-04,105.15254016133957
2018-11-11,109.63435804194718
2018-11-18,114.60964500155784
2018-11-25,101.78543230686806
2018-12-02,105.21540566626766
2018-12-09,107.52900463441837
2018-12-16,97.44173732144637
2018-12-23,102.90236883212599
2018-12-30,103.25758160226079
2019-01-06,105.04440625970466
2019-01-13,107.7534289590879
2019-01-20,106.3747746809571
2019-01-27,104.7215268669457
2019-02-03,106.90626775020526
2019-02-10,105.82129114499817
2019-02-17,99.66828087080732
2019-02-24,95.66984601966003
2019-03-03,109.41905703895256
2019-03-10,116.6033502004981
2019-03-17,105.72944693254915
2019-03-24,104.56272235872342
2019-03-31,111.85633362841256
2019-04-07,107.14949803770469
2019-04-14,98.91873837858843
2019-04-21,101.19744665844097
2019-04-28,101.90482840145124
2019-05-05,104.64910249179046
2019-05-12,106.73116091724147
2019-05-19,108.44323570194354
2019-05-26,110.7435307521994
2019-06-02,109.02181557140622
2019-06-09,105.3550491698554
2019-06-16,113.8768956883169
2019-06-23,114.06887038995619
2019-06-30,115.14190825640422
2019-07-07,115.26355743759898
2019-07-14,113.48611854921765
2019-07-21,103.2880423351726
2019-07-28,109.9427053158188
2019-08-04,108.86752020288272
2019-08-11,102.14482444068646
2019-08-18,111.81019990343945
2019-08-25,101.5350671137941
2019-09-01,101.24158282347963
2019-09-08,104.45144603074367
2019-09-15,111.04663756724409
2019-09-22,106.25679896756259
2019-09-29,109.18573784318218
2019-10-06,111.13178676122517
2019-10-13,111.58959779879719
2019-10-20,104.6685830392835
2019-10-27,109.33052555010833
2019-11-03,106.09428675209404
2019-11-10,114.79042928141178
2019-11-17,116.69401283056241
2019-11-24,108.26096053043514
2019-12-01,112.08470950185277
2019-12-08,109.47120498816832
2019-12-15,108.1834110144612
2019-12-22,108.70798823772762
2019-12-29,105.72584417758178
